fn_37_0 = .text:0x00000000; // type:function size:0x7AC data:2byte
lbl_37_rodata_5F9C = .rodata:0x00005F9C; // type:object size:0x4 data:float
lbl_37_rodata_5FA0 = .rodata:0x00005FA0; // type:object size:0x4 data:float
lbl_37_rodata_5FA4 = .rodata:0x00005FA4; // type:object size:0x4 data:float
lbl_37_rodata_5FA8 = .rodata:0x00005FA8; // type:object size:0x4 data:float
lbl_37_rodata_5FAC = .rodata:0x00005FAC; // type:object size:0x4 data:float
lbl_37_rodata_5FB0 = .rodata:0x00005FB0; // type:object size:0x4 data:float
lbl_37_rodata_5FB4 = .rodata:0x00005FB4; // type:object size:0x4 data:float
lbl_37_rodata_5FB8 = .rodata:0x00005FB8; // type:object size:0x4 data:float
lbl_37_rodata_5FC0 = .rodata:0x00005FC0; // type:object size:0x8 data:double
lbl_37_rodata_5FC8 = .rodata:0x00005FC8; // type:object size:0x4 data:float
lbl_37_rodata_5FCC = .rodata:0x00005FCC; // type:object size:0x4 data:float
lbl_37_rodata_5FD0 = .rodata:0x00005FD0; // type:object size:0x4 data:float
lbl_37_rodata_5FD4 = .rodata:0x00005FD4; // type:object size:0x4 data:float
lbl_37_rodata_5FD8 = .rodata:0x00005FD8; // type:object size:0x4 data:float
lbl_37_rodata_5FE0 = .rodata:0x00005FE0; // type:object size:0x8 data:double
lbl_37_rodata_5FE8 = .rodata:0x00005FE8; // type:object size:0x4 data:float
lbl_37_rodata_5FEC = .rodata:0x00005FEC; // type:object size:0x4 data:float
lbl_37_rodata_5FF0 = .rodata:0x00005FF0; // type:object size:0x4 data:float
lbl_37_rodata_5FF4 = .rodata:0x00005FF4; // type:object size:0x4 data:float
lbl_37_rodata_5FF8 = .rodata:0x00005FF8; // type:object size:0x8 data:float
lbl_37_rodata_6000 = .rodata:0x00006000; // type:object size:0x4 data:float
lbl_37_rodata_6008 = .rodata:0x00006008; // type:object size:0x8 data:double
lbl_37_rodata_6010 = .rodata:0x00006010; // type:object size:0x4 data:float
lbl_37_rodata_6014 = .rodata:0x00006014; // type:object size:0x4 data:float
lbl_37_rodata_6018 = .rodata:0x00006018; // type:object size:0x4 data:float
lbl_37_rodata_601C = .rodata:0x0000601C; // type:object size:0x4 data:float
lbl_37_rodata_6020 = .rodata:0x00006020; // type:object size:0x4 data:float
lbl_37_rodata_6024 = .rodata:0x00006024; // type:object size:0x4 data:float
lbl_37_rodata_6028 = .rodata:0x00006028; // type:object size:0x4 data:float
lbl_37_rodata_602C = .rodata:0x0000602C; // type:object size:0x4 data:float
lbl_37_rodata_6030 = .rodata:0x00006030; // type:object size:0x4 data:float
lbl_37_rodata_6034 = .rodata:0x00006034; // type:object size:0x4 data:float
lbl_37_rodata_6038 = .rodata:0x00006038; // type:object size:0x4 data:float
lbl_37_rodata_603C = .rodata:0x0000603C; // type:object size:0x4 data:float
lbl_37_rodata_6040 = .rodata:0x00006040; // type:object size:0x4 data:float
lbl_37_rodata_6048 = .rodata:0x00006048; // type:object size:0x8 data:double
lbl_37_rodata_6050 = .rodata:0x00006050; // type:object size:0x4 data:float
lbl_37_rodata_6054 = .rodata:0x00006054; // type:object size:0x4 data:float
lbl_37_rodata_6058 = .rodata:0x00006058; // type:object size:0x8 data:double
lbl_37_rodata_6060 = .rodata:0x00006060; // type:object size:0x4 data:float
lbl_37_rodata_6064 = .rodata:0x00006064; // type:object size:0x4 data:float
lbl_37_rodata_6068 = .rodata:0x00006068; // type:object size:0x4 data:float
lbl_37_rodata_606C = .rodata:0x0000606C; // type:object size:0x4 data:float
lbl_37_rodata_6070 = .rodata:0x00006070; // type:object size:0x4 data:float
lbl_37_rodata_6074 = .rodata:0x00006074; // type:object size:0x4 data:float
lbl_37_rodata_6078 = .rodata:0x00006078; // type:object size:0x4 data:float
lbl_37_rodata_607C = .rodata:0x0000607C; // type:object size:0x4 data:float
lbl_37_rodata_6080 = .rodata:0x00006080; // type:object size:0x4 data:float
lbl_37_rodata_6084 = .rodata:0x00006084; // type:object size:0x4 data:float
lbl_37_rodata_6088 = .rodata:0x00006088; // type:object size:0x4 data:float
lbl_37_rodata_6090 = .rodata:0x00006090; // type:object size:0x8 data:double
lbl_37_rodata_6098 = .rodata:0x00006098; // type:object size:0x4 data:float
lbl_37_rodata_609C = .rodata:0x0000609C; // type:object size:0x4 data:float
lbl_37_rodata_60A0 = .rodata:0x000060A0; // type:object size:0x4 data:float
lbl_37_rodata_60A4 = .rodata:0x000060A4; // type:object size:0x4 data:float
lbl_37_rodata_60A8 = .rodata:0x000060A8; // type:object size:0x8 data:double
lbl_37_rodata_60B0 = .rodata:0x000060B0; // type:object size:0x4 data:float
lbl_37_rodata_60B4 = .rodata:0x000060B4; // type:object size:0x4 data:float
lbl_37_rodata_60B8 = .rodata:0x000060B8; // type:object size:0x4 data:float
lbl_37_rodata_60C0 = .rodata:0x000060C0; // type:object size:0x8 data:double
lbl_37_rodata_60C8 = .rodata:0x000060C8; // type:object size:0x4 data:float
lbl_37_rodata_60CC = .rodata:0x000060CC; // type:object size:0x4 data:float
lbl_37_rodata_60D0 = .rodata:0x000060D0; // type:object size:0x8 data:double
lbl_37_rodata_60D8 = .rodata:0x000060D8; // type:object size:0x4 data:float
lbl_37_rodata_60DC = .rodata:0x000060DC; // type:object size:0x4 data:float
lbl_37_rodata_60E0 = .rodata:0x000060E0; // type:object size:0x4 data:float
lbl_37_rodata_60E4 = .rodata:0x000060E4; // type:object size:0x4 data:float
lbl_37_rodata_60E8 = .rodata:0x000060E8; // type:object size:0x4 data:float
lbl_37_rodata_60EC = .rodata:0x000060EC; // type:object size:0x4 data:float
lbl_37_rodata_60F0 = .rodata:0x000060F0; // type:object size:0x4 data:float
lbl_37_rodata_60F4 = .rodata:0x000060F4; // type:object size:0x4 data:float
lbl_37_rodata_60F8 = .rodata:0x000060F8; // type:object size:0x4 data:float
lbl_37_rodata_60FC = .rodata:0x000060FC; // type:object size:0x4 data:float
lbl_37_rodata_6100 = .rodata:0x00006100; // type:object size:0x4 data:float
lbl_37_rodata_6104 = .rodata:0x00006104; // type:object size:0x4 data:float
lbl_37_rodata_6108 = .rodata:0x00006108; // type:object size:0x4 data:float
lbl_37_rodata_610C = .rodata:0x0000610C; // type:object size:0x4 data:float
lbl_37_rodata_6110 = .rodata:0x00006110; // type:object size:0x4 data:float
lbl_37_rodata_6114 = .rodata:0x00006114; // type:object size:0x4 data:float
lbl_37_rodata_6118 = .rodata:0x00006118; // type:object size:0x4 data:float
lbl_37_rodata_611C = .rodata:0x0000611C; // type:object size:0x4 data:float
lbl_37_rodata_6120 = .rodata:0x00006120; // type:object size:0x4 data:float
lbl_37_rodata_6124 = .rodata:0x00006124; // type:object size:0x4 data:float
lbl_37_rodata_6128 = .rodata:0x00006128; // type:object size:0x4 data:float
lbl_37_rodata_612C = .rodata:0x0000612C; // type:object size:0x4 data:float
lbl_37_rodata_6130 = .rodata:0x00006130; // type:object size:0x4 data:float
lbl_37_rodata_6134 = .rodata:0x00006134; // type:object size:0x4 data:float
lbl_37_rodata_6138 = .rodata:0x00006138; // type:object size:0x8 data:double
lbl_37_rodata_6140 = .rodata:0x00006140; // type:object size:0x8 data:float
lbl_37_rodata_6148 = .rodata:0x00006148; // type:object size:0x4 data:float
lbl_37_rodata_614C = .rodata:0x0000614C; // type:object size:0x4 data:float
lbl_37_rodata_6150 = .rodata:0x00006150; // type:object size:0x4 data:float
lbl_37_rodata_6154 = .rodata:0x00006154; // type:object size:0x4 data:float
lbl_37_rodata_6158 = .rodata:0x00006158; // type:object size:0x4 data:float
lbl_37_rodata_6160 = .rodata:0x00006160; // type:object size:0x8 data:double
lbl_37_rodata_6168 = .rodata:0x00006168; // type:object size:0x4 data:float
lbl_37_rodata_616C = .rodata:0x0000616C; // type:object size:0x4 data:float
lbl_37_rodata_6170 = .rodata:0x00006170; // type:object size:0x4 data:float
lbl_37_rodata_6174 = .rodata:0x00006174; // type:object size:0x4 data:float
lbl_37_rodata_6178 = .rodata:0x00006178; // type:object size:0x4 data:float
lbl_37_rodata_6180 = .rodata:0x00006180; // type:object size:0x8 data:double
lbl_37_rodata_6188 = .rodata:0x00006188; // type:object size:0x4 data:float
lbl_37_rodata_618C = .rodata:0x0000618C; // type:object size:0x4 data:float
lbl_37_rodata_6190 = .rodata:0x00006190; // type:object size:0x4 data:float
lbl_37_rodata_6194 = .rodata:0x00006194; // type:object size:0x4 data:float
lbl_37_rodata_6198 = .rodata:0x00006198; // type:object size:0x8 data:float
lbl_37_rodata_61A0 = .rodata:0x000061A0; // type:object size:0x10 data:4byte
lbl_37_rodata_61B0 = .rodata:0x000061B0; // type:object size:0x8 data:double
lbl_37_rodata_61B8 = .rodata:0x000061B8; // type:object size:0x4 data:float
lbl_37_rodata_61C0 = .rodata:0x000061C0; // type:object size:0x8 data:double
lbl_37_rodata_61C8 = .rodata:0x000061C8; // type:object size:0x8 data:double
lbl_37_rodata_61D0 = .rodata:0x000061D0; // type:object size:0x4 data:float
lbl_37_rodata_61D4 = .rodata:0x000061D4; // type:object size:0x4 data:float
lbl_37_rodata_61D8 = .rodata:0x000061D8; // type:object size:0x4 data:float
lbl_37_rodata_61DC = .rodata:0x000061DC; // type:object size:0x4 data:float
lbl_37_rodata_61E0 = .rodata:0x000061E0; // type:object size:0x4 data:float
lbl_37_rodata_61E4 = .rodata:0x000061E4; // type:object size:0x4 data:float
lbl_37_rodata_61E8 = .rodata:0x000061E8; // type:object size:0x4 data:float
lbl_37_rodata_61EC = .rodata:0x000061EC; // type:object size:0x4 data:float
lbl_37_rodata_61F0 = .rodata:0x000061F0; // type:object size:0x4 data:float
lbl_37_rodata_61F4 = .rodata:0x000061F4; // type:object size:0x4 data:float
lbl_37_rodata_61F8 = .rodata:0x000061F8; // type:object size:0x8 data:float
lbl_37_rodata_6200 = .rodata:0x00006200; // type:object size:0xC data:4byte
lbl_37_rodata_620C = .rodata:0x0000620C; // type:object size:0xC data:4byte
lbl_37_rodata_6218 = .rodata:0x00006218; // type:object size:0x8 data:string
lbl_37_rodata_6220 = .rodata:0x00006220; // type:object size:0x4 data:float
lbl_37_rodata_6224 = .rodata:0x00006224; // type:object size:0x4 data:float
lbl_37_rodata_6228 = .rodata:0x00006228; // type:object size:0x4 data:float
lbl_37_rodata_6230 = .rodata:0x00006230; // type:object size:0x8 data:double
lbl_37_rodata_6238 = .rodata:0x00006238; // type:object size:0x8 data:double
lbl_37_rodata_6240 = .rodata:0x00006240; // type:object size:0x4 data:float
lbl_37_rodata_6248 = .rodata:0x00006248; // type:object size:0x8 data:double
lbl_37_rodata_6250 = .rodata:0x00006250; // type:object size:0x4 data:float
lbl_37_rodata_6258 = .rodata:0x00006258; // type:object size:0x8 data:double
lbl_37_rodata_6260 = .rodata:0x00006260; // type:object size:0x4 data:float
lbl_37_rodata_6264 = .rodata:0x00006264; // type:object size:0x4 data:float
lbl_37_rodata_6268 = .rodata:0x00006268; // type:object size:0x4 data:float
lbl_37_rodata_626C = .rodata:0x0000626C; // type:object size:0x4 data:float
lbl_37_rodata_6270 = .rodata:0x00006270; // type:object size:0x8 data:float
lbl_37_rodata_6278 = .rodata:0x00006278; // type:object size:0x4 data:float
lbl_37_rodata_627C = .rodata:0x0000627C; // type:object size:0x4 data:float
lbl_37_rodata_6280 = .rodata:0x00006280; // type:object size:0x8 data:double
lbl_37_rodata_6288 = .rodata:0x00006288; // type:object size:0x4 data:float
lbl_37_rodata_628C = .rodata:0x0000628C; // type:object size:0x4 data:float
lbl_37_rodata_6290 = .rodata:0x00006290; // type:object size:0x4 data:float
lbl_37_rodata_6294 = .rodata:0x00006294; // type:object size:0x4 data:float
lbl_37_rodata_6298 = .rodata:0x00006298; // type:object size:0x8 data:double
lbl_37_rodata_62A0 = .rodata:0x000062A0; // type:object size:0x18
lbl_37_rodata_62B8 = .rodata:0x000062B8; // type:object size:0x4 data:float
lbl_37_rodata_62BC = .rodata:0x000062BC; // type:object size:0x4 data:float
lbl_37_rodata_62C0 = .rodata:0x000062C0; // type:object size:0x4 data:float
lbl_37_rodata_62C4 = .rodata:0x000062C4; // type:object size:0x4 data:float
lbl_37_rodata_62C8 = .rodata:0x000062C8; // type:object size:0x4 data:float
lbl_37_rodata_62CC = .rodata:0x000062CC; // type:object size:0x4 data:float
lbl_37_rodata_62D0 = .rodata:0x000062D0; // type:object size:0x8 data:double
lbl_37_rodata_62D8 = .rodata:0x000062D8; // type:object size:0x4 data:float
lbl_37_rodata_62DC = .rodata:0x000062DC; // type:object size:0x4 data:float
lbl_37_rodata_62E0 = .rodata:0x000062E0; // type:object size:0x4 data:float
lbl_37_rodata_62E4 = .rodata:0x000062E4; // type:object size:0x4 data:float
lbl_37_rodata_62E8 = .rodata:0x000062E8; // type:object size:0x4 data:float
lbl_37_rodata_62F0 = .rodata:0x000062F0; // type:object size:0x8 data:double
lbl_37_rodata_62F8 = .rodata:0x000062F8; // type:object size:0x4 data:float
lbl_37_rodata_62FC = .rodata:0x000062FC; // type:object size:0x4 data:float
lbl_37_rodata_6300 = .rodata:0x00006300; // type:object size:0x4 data:float
lbl_37_rodata_6304 = .rodata:0x00006304; // type:object size:0x4 data:float
lbl_37_rodata_6308 = .rodata:0x00006308; // type:object size:0x8 data:double
lbl_37_rodata_6310 = .rodata:0x00006310; // type:object size:0x4 data:float
lbl_37_rodata_6318 = .rodata:0x00006318; // type:object size:0x8 data:double
lbl_37_rodata_6320 = .rodata:0x00006320; // type:object size:0x4 data:float
lbl_37_rodata_6324 = .rodata:0x00006324; // type:object size:0x4 data:float
lbl_37_rodata_6328 = .rodata:0x00006328; // type:object size:0x4 data:float
lbl_37_rodata_632C = .rodata:0x0000632C; // type:object size:0x4 data:float
lbl_37_rodata_6330 = .rodata:0x00006330; // type:object size:0x4 data:float
lbl_37_rodata_6334 = .rodata:0x00006334; // type:object size:0x4 data:float
lbl_37_rodata_6338 = .rodata:0x00006338; // type:object size:0x4 data:float
lbl_37_rodata_633C = .rodata:0x0000633C; // type:object size:0x4 data:float
lbl_37_rodata_6340 = .rodata:0x00006340; // type:object size:0x4 data:float
lbl_37_rodata_6344 = .rodata:0x00006344; // type:object size:0x4 data:float
lbl_37_rodata_6348 = .rodata:0x00006348; // type:object size:0x4 data:float
lbl_37_rodata_634C = .rodata:0x0000634C; // type:object size:0x4 data:float
lbl_37_rodata_6350 = .rodata:0x00006350; // type:object size:0x4 data:float
lbl_37_rodata_6354 = .rodata:0x00006354; // type:object size:0x4 data:float
lbl_37_rodata_6358 = .rodata:0x00006358; // type:object size:0x4 data:float
lbl_37_rodata_635C = .rodata:0x0000635C; // type:object size:0x4 data:float
lbl_37_rodata_6360 = .rodata:0x00006360; // type:object size:0x8 data:float
lbl_37_rodata_6368 = .rodata:0x00006368; // type:object size:0x40 data:float
lbl_37_rodata_63A8 = .rodata:0x000063A8; // type:object size:0x4 data:float
lbl_37_rodata_63AC = .rodata:0x000063AC; // type:object size:0x4 data:float
lbl_37_rodata_63B0 = .rodata:0x000063B0; // type:object size:0x4 data:float
lbl_37_rodata_63B4 = .rodata:0x000063B4; // type:object size:0x4 data:float
lbl_37_rodata_63B8 = .rodata:0x000063B8; // type:object size:0x4 data:float
lbl_37_rodata_63BC = .rodata:0x000063BC; // type:object size:0x4 data:float
lbl_37_rodata_63C0 = .rodata:0x000063C0; // type:object size:0x4 data:float
lbl_37_rodata_63C4 = .rodata:0x000063C4; // type:object size:0x4 data:float
lbl_37_rodata_63C8 = .rodata:0x000063C8; // type:object size:0x4 data:float
lbl_37_rodata_63CC = .rodata:0x000063CC; // type:object size:0x4 data:float
lbl_37_rodata_63D0 = .rodata:0x000063D0; // type:object size:0x4 data:float
lbl_37_rodata_63D4 = .rodata:0x000063D4; // type:object size:0x4 data:float
lbl_37_rodata_63D8 = .rodata:0x000063D8; // type:object size:0x4 data:float
lbl_37_rodata_63E0 = .rodata:0x000063E0; // type:object size:0x8 data:double
lbl_37_rodata_63E8 = .rodata:0x000063E8; // type:object size:0x4 data:float
lbl_37_rodata_63EC = .rodata:0x000063EC; // type:object size:0x4 data:float
lbl_37_rodata_63F0 = .rodata:0x000063F0; // type:object size:0x4 data:float
lbl_37_rodata_63F4 = .rodata:0x000063F4; // type:object size:0x4 data:float
lbl_37_rodata_63F8 = .rodata:0x000063F8; // type:object size:0x4 data:float
lbl_37_rodata_63FC = .rodata:0x000063FC; // type:object size:0x4 data:float
lbl_37_rodata_6400 = .rodata:0x00006400; // type:object size:0x4 data:float
lbl_37_rodata_6404 = .rodata:0x00006404; // type:object size:0x4 data:float
lbl_37_rodata_6408 = .rodata:0x00006408; // type:object size:0x4 data:4byte
lbl_37_rodata_640C = .rodata:0x0000640C; // type:object size:0x4 data:float
lbl_37_rodata_6410 = .rodata:0x00006410; // type:object size:0x4 data:float
lbl_37_rodata_6414 = .rodata:0x00006414; // type:object size:0x4 data:float
lbl_37_rodata_6418 = .rodata:0x00006418; // type:object size:0x4 data:float
lbl_37_rodata_6420 = .rodata:0x00006420; // type:object size:0x8 data:double
lbl_37_rodata_6428 = .rodata:0x00006428; // type:object size:0x4 data:float
lbl_37_rodata_642C = .rodata:0x0000642C; // type:object size:0x4 data:float
lbl_37_rodata_6430 = .rodata:0x00006430; // type:object size:0x4 data:float
lbl_37_rodata_6434 = .rodata:0x00006434; // type:object size:0x4 data:float
lbl_37_rodata_6438 = .rodata:0x00006438; // type:object size:0x4 data:float
lbl_37_rodata_643C = .rodata:0x0000643C; // type:object size:0x4 data:float
lbl_37_rodata_6440 = .rodata:0x00006440; // type:object size:0x4 data:float
lbl_37_rodata_6444 = .rodata:0x00006444; // type:object size:0x4 data:float
lbl_37_rodata_6448 = .rodata:0x00006448; // type:object size:0x4 data:float
lbl_37_rodata_644C = .rodata:0x0000644C; // type:object size:0x4 data:float
lbl_37_rodata_6450 = .rodata:0x00006450; // type:object size:0x4 data:float
lbl_37_rodata_6454 = .rodata:0x00006454; // type:object size:0x4 data:float
lbl_37_rodata_6458 = .rodata:0x00006458; // type:object size:0x4 data:float
lbl_37_rodata_645C = .rodata:0x0000645C; // type:object size:0x4 data:float
lbl_37_rodata_6460 = .rodata:0x00006460; // type:object size:0x4 data:float
lbl_37_rodata_6464 = .rodata:0x00006464; // type:object size:0x4 data:float
lbl_37_rodata_6468 = .rodata:0x00006468; // type:object size:0x4 data:float
lbl_37_rodata_6470 = .rodata:0x00006470; // type:object size:0x8 data:double
lbl_37_rodata_6478 = .rodata:0x00006478; // type:object size:0x4 data:float
lbl_37_rodata_647C = .rodata:0x0000647C; // type:object size:0x4 data:float
lbl_37_rodata_6480 = .rodata:0x00006480; // type:object size:0x4 data:float
lbl_37_rodata_6484 = .rodata:0x00006484; // type:object size:0x4 data:float
lbl_37_rodata_6488 = .rodata:0x00006488; // type:object size:0x4 data:float
lbl_37_rodata_648C = .rodata:0x0000648C; // type:object size:0x4 data:float
lbl_37_rodata_6490 = .rodata:0x00006490; // type:object size:0x8 data:float
lbl_37_rodata_6498 = .rodata:0x00006498; // type:object size:0x4 data:float
lbl_37_rodata_649C = .rodata:0x0000649C; // type:object size:0x4 data:float
lbl_37_rodata_64A0 = .rodata:0x000064A0; // type:object size:0x4 data:float
lbl_37_rodata_64A4 = .rodata:0x000064A4; // type:object size:0x4 data:float
lbl_37_rodata_64A8 = .rodata:0x000064A8; // type:object size:0x4 data:float
lbl_37_rodata_64AC = .rodata:0x000064AC; // type:object size:0x4 data:float
lbl_37_rodata_64B0 = .rodata:0x000064B0; // type:object size:0x4 data:float
lbl_37_rodata_64B4 = .rodata:0x000064B4; // type:object size:0x4 data:float
lbl_37_rodata_64B8 = .rodata:0x000064B8; // type:object size:0x8 data:float
lbl_37_rodata_64C0 = .rodata:0x000064C0; // type:object size:0x90
lbl_37_rodata_6550 = .rodata:0x00006550; // type:object size:0x4 data:float
lbl_37_rodata_6554 = .rodata:0x00006554; // type:object size:0x4 data:float
lbl_37_rodata_6558 = .rodata:0x00006558; // type:object size:0x4 data:float
lbl_37_rodata_6560 = .rodata:0x00006560; // type:object size:0x8 data:double
lbl_37_rodata_6568 = .rodata:0x00006568; // type:object size:0x4 data:float
lbl_37_rodata_656C = .rodata:0x0000656C; // type:object size:0x4 data:float
lbl_37_rodata_6570 = .rodata:0x00006570; // type:object size:0x4 data:float
